P2W,P2A,P2D,P1W,P1A,P1D,N1W,N1A,N1D,N2W,N2A,N2D,FW,FA,FD
"and","CC|RB_1|RB_2","CC","so","QL|RB|PN","RB","must","MD|NN","MD","be","BE|RB_2","BE","coke","NN|VB","NN"
"<O>","<O>","<O>","<O>","<O>","<O>","is","BEZ|NC","BEZ","temperamental","JJ","JJ","coke","NN|VB","NN"
"why","WRB|UH","WRB","the","ATI|RB_2|NC","ATI","control","NN|VB","NN","zones","NNS","NNS","smoke","NN|VB","NN"
"the","ATI|RB_2|NC","ATI","smoke","NN|VB","NN","zones","NNS","NNS","in","IN|RP|RB_1","IN","control","NN|VB","NN"
"started","VBD|VBN","VBN","the","ATI|RB_2|NC","ATI","against","IN|IN_2|RI","IN","the","ATI|RB_2|NC","ATI","campaign","NN|VB","NN"
"against","IN|IN_2|RI","IN","the","ATI|RB_2|NC","ATI","control","NN|VB","NN","zones","NNS","NNS","smoke","NN|VB","NN"
"the","ATI|RB_2|NC","ATI","smoke","NN|VB","NN","zones","NNS","NNS","in","IN|RP|RB_1","IN","control","NN|VB","NN"
"the","ATI|RB_2|NC","ATI","local","JJ|NC","JJ","&period;","SPER|IN","SPER","<O>","<O>","<O>","press","NN|VB","NN"
"the","ATI|RB_2|NC","ATI","local","JJ|NC","JJ","&period;","SPER|IN","SPER","<O>","<O>","<O>","press","NN|VB","NN"
"Semele","NP","NP","playing","VBG|NN|JJ","NN","committee","NN","NN","has","HVZ","HVZ","field","NN|VB","NN"
"village","NN|FW","NN","play","VB|NN","NN","&period;","SPER|IN","SPER","<O>","<O>","<O>","field","NN|VB","NN"
"has","HVZ","HVZ","a","AT|AP_1|RB_1","AT","balance","NN|VB","NN","of","IN|RB_1|IN_3","IN","credit","NN|VB","NN"
"a","AT|AP_1|RB_1","AT","credit","NN|VB","NN","of","IN|RB_1|IN_3","IN","&pound;","NNU","NNU","balance","NN|VB","NN"
"the","ATI|RB_2|NC","ATI","playing","VBG|NN|JJ","NN","one","CD1|PN_2|PPLS_1","CD1","of","IN|RB_1|IN_3","IN","field","NN|VB","NN"
"full","JJ|RB_2|RB","JJ","village","NN|FW","NN","in","IN|RP|RB_1","IN","the","ATI|RB_2|NC","ATI","support","NN|VB","NN"
"in","IN|RP|RB_1","IN","the","ATI|RB_2|NC","ATI","&period;","SPER|IN","SPER","<O>","<O>","<O>","venture","NN|VB","NN"
"<O>","<O>","<O>","allotment","NN","NN","should","MD","MD","be","BE|RB_2","BE","land","NN|VB","NN"
"<O>","<O>","<O>","<O>","<O>","<O>","originally","RB","RB","set","VBN|NN|VBD","VBN","land","NN|VB","NN"
"<O>","<O>","<O>","&lsquo;","SQSO","SQSO","behind","IN|RP","IN","the","ATI|RB_2|NC","ATI","land","NN|VB","NN"
"as","CS|IN|QL","CS","the","ATI|RB_2|NC","ATI","has","HVZ","HVZ","not","XNOT","XNOT","land","NN|VB","NN"
"if","CS|CS_2","CS","any","DTI|RB","DTI","of","IN|RB_1|IN_3","IN","urgency","NN","NN","question","NN|VB","NN"
"took","VBD","VBD","her","PPG|PP3O|RN","PPG","and","CC|RB_1|RB_2","CC","her","PPG|PP3O|RN","PPG","name","NN|VB","NN"
"and","CC|RB_1|RB_2","CC","her","PPG|PP3O|RN","PPG","as","CS|IN|QL","IN","the","ATI|RB_2|NC","ATI","picture","NN|VB","NN"
"career","NN","NN","to","TO|IN|IN_2","IN","will","MD|NN|VB","MD","be","BE|RB_2","BE","date","NN|VB","NN"
"bedspreads","NNS","NNS","&comma;","SCOM","SCOM","mats","NNS","NNS","&comma;","SCOM","SCOM","bath","NN|VB","NN"
"housecoats","NNS","NNS","&comma;","SCOM","SCOM","wear","VB|NN","NN","and","CC|RB_1|RB_2","CC","beach","NN|VB","NN"
"with","IN|IN_2|RI","IN","every","AT","AT","of","IN|RB_1|IN_3","IN","the","ATI|RB_2|NC","ATI","branch","NN|VB","NN"
"&comma;","SCOM","SCOM","a","AT|AP_1|RB_1","AT","of","IN|RB_1|IN_3","IN","elegance","NN","NN","spot","NN|VB","NN"
"to","TO|IN|IN_2","IN","the","ATI|RB_2|NC","ATI","of","IN|RB_1|IN_3","IN","Dior","NP","NP","house","NN|VB","NN"
"be","BE|RB_2","BE","a","AT|AP_1|RB_1","AT","from","IN|IN_2|RB_2","IN","Dior","NP","NP","dress","NN|VB","NN"
"and","CC|RB_1|RB_2","CC","an","AT","AT","from","IN|IN_2|RB_2","IN","a","AT|AP_1|RB_1","AT","escort","NN|VB","NN"
"a","AT|AP_1|RB_1","AT","dazzling","JJ|VBG","JJ","of","IN|RB_1|IN_3","IN","the","ATI|RB_2|NC","ATI","display","NN|VB","NN"
"world","NN","NN","of","IN|RB_1|IN_3","IN","&period;","SPER|IN","SPER","<O>","<O>","<O>","fashion","NN|VB","NN"
"and","CC|RB_1|RB_2","CC","a","AT|AP_1|RB_1","AT","in","IN|RP|RB_1","IN","Madrid","NP","NP","spell","NN|VB","NN"
"an","AT","AT","early","JJ|RB","JJ","was","BEDZ","BEDZ","already","RB","RB","age","NN|VB","NN"
"an","AT","AT","informal","JJ","JJ","&period;","SPER|IN","SPER","<O>","<O>","<O>","chat","NN|VB","NN"
"a","AT|AP_1|RB_1","AT","good","JJ|NN|AP_2","JJ","more","QL|AP|RBR","QL","composed","VBN|JJ|VBD","JJ","deal","NN|VB","NN"
"<O>","<O>","<O>","a","AT|AP_1|RB_1","AT","of","IN|RB_1|IN_3","IN","this","DT|QL","DT","photograph","NN|VB","NN"
"this","DT|QL","DT","occupies","VBZ","VBZ","of","IN|RB_1|IN_3","IN","place","NN|VB","NN","pride","NN|VB","NN"
"pride","NN|VB","NN","of","IN|RB_1|IN_3","IN","on","IN|RP|RB_3","IN","his","PPG|PPGG","PPG","place","NN|VB","NN"
"a","AT|AP_1|RB_1","AT","great","JJ|AP_2|NP","JJ","in","IN|RP|RB_1","IN","the","ATI|RB_2|NC","ATI","interest","NN|VB","NN"
"company","NN","NN","&apos;s","GENM|BEZ|HVZ","GENM","name","NN|VB","NN","&period;","SPER|IN","SPER","trade","NN|VB","NN"
"&apos;s","GENM|BEZ|HVZ","GENM","trade","NN|VB","NN","&period;","SPER|IN","SPER","<O>","<O>","<O>","name","NN|VB","NN"
"London","NP|NC","NP","in","IN|RP|RB_1","IN","of","IN|RB_1|IN_3","IN","the","ATI|RB_2|NC","ATI","aid","NN|VB","NN"
"page","NN","NN","takes","VBZ","VBZ","of","IN|RB_1|IN_3","IN","place","NN|VB","NN","pride","NN|VB","NN"
"pride","NN|VB","NN","of","IN|RB_1|IN_3","IN","&period;","SPER|IN","SPER","<O>","<O>","<O>","place","NN|VB","NN"
"this","DT|QL","DT","modern","JJ|NC|NN","JJ","&period;","SPER|IN","SPER","<O>","<O>","<O>","age","NN|VB","NN"
"spoke","VBD|NN","NN","about","IN|RB|RP","IN","bar","NN|FW|IN","NN","&period;","SPER|IN","SPER","colour","NN|VB","NN"
"is","BEZ|NC","BEZ","the","ATI|RB_2|NC","ATI","bar","NN|FW|IN","NN","?","SQM","SQM","colour","NN|VB","NN"
"a","AT|AP_1|RB_1","AT","local","JJ|NC","JJ","bar","NN|FW|IN","NN","&comma;","SCOM","SCOM","colour","NN|VB","NN"
"<O>","<O>","<O>","another","DT|PPLS_2","DT","of","IN|RB_1|IN_3","IN","colour","NN|VB","NN","type","NN|VB","NN"
"type","NN|VB","NN","of","IN|RB_1|IN_3","IN","bar","NN|FW|IN","NN","was","BEDZ","BEDZ","colour","NN|VB","NN"
"the","ATI|RB_2|NC","ATI","economic","JJ","JJ","which","WDTR|WDT","WDTR","existed","VBD|VBN","VBD","form","NN|VB","NN"
"for","IN|CS|IN_2","IN","the","ATI|RB_2|NC","ATI","bar","NN|FW|IN","NN","in","IN|RP|RB_1","IN","colour","NN|VB","NN"
"the","ATI|RB_2|NC","ATI","third","OD|NN|RB","OD","was","BEDZ","BEDZ","the","ATI|RB_2|NC","ATI","form","NN|VB","NN"
"the","ATI|RB_2|NC","ATI","social","JJ|NC","JJ","bar","NN|FW|IN","NN","which","WDTR|WDT","WDTR","colour","NN|VB","NN"
"on","IN|RP|RB_3","IN","the","ATI|RB_2|NC","ATI","of","IN|RB_1|IN_3","IN","his","PPG|PPGG","PPG","colour","NN|VB","NN"
"a","AT|AP_1|RB_1","AT","pen","NN","NN","of","IN|RB_1|IN_3","IN","Bispham","NP","NP","picture","NN|VB","NN"
"on","IN|RP|RB_3","IN","first","OD|RB|RB_2","OD","&comma;","SCOM","SCOM","the","ATI|RB_2|NC","ATI","glance","NN|VB","NN"
"furnished","VBN|JJ|VBD","VBN","for","IN|CS|IN_2","IN","with","IN|IN_2|RI","IN","fluorescent","JJ","JJ","use","NN|VB","NN"
"and","CC|RB_1|RB_2","CC","for","IN|CS|IN_2","IN","with","IN|IN_2|RI","IN","thick","JJ|RB|NN","JJ","comfort","NN|VB","NN"
"on","IN|RP|RB_3","IN","the","ATI|RB_2|NC","ATI","&comma;","SCOM","SCOM","curtains","NNS","NNS","floor","NN|VB","NN"
"her","PPG|PP3O|RN","PPG","first","OD|RB|RB_2","OD","of","IN|RB_1|IN_3","IN","exhibiting","VBG|NN","NN","experience","NN|VB","NN"
"a","AT|AP_1|RB_1","AT","facile","JJ|FW","JJ","of","IN|RB_1|IN_3","IN","ideas","NNS","NNS","flow","NN|VB","NN"
"she","PP3A","PP3A","handles","NNS|VBZ","VBZ","&period;","SPER|IN","SPER","<O>","<O>","<O>","paint","NN|VB","NN"
"<O>","<O>","<O>","the","ATI|RB_2|NC","ATI","is","BEZ|NC","BEZ","far","RB|JJ|CS_3","RB_1","result","NN|VB","NN"
"the","ATI|RB_2|NC","ATI","shock","NN","NN","of","IN|RB_1|IN_3","IN","&comma;","SCOM","SCOM","value","NN|VB","NN"
"religious","JJ","JJ","&rsquo;","SQSC","SQSC","&period;","SPER|IN","SPER","<O>","<O>","<O>","work","NN|VB","NN"
"a","AT|AP_1|RB_1","AT","colourful","JJ","JJ","of","IN|RB_1|IN_3","IN","the","ATI|RB_2|NC","ATI","sketch","NN|VB","NN"
"was","BEDZ","BEDZ","a","AT|AP_1|RB_1","AT","of","IN|RB_1|IN_3","IN","three","CD","CD","study","NN|VB","NN"
"the","ATI|RB_2|NC","ATI","rhythmic","JJ","JJ","of","IN|RB_1|IN_3","IN","their","PPG","PPG","flow","NN|VB","NN"
"vigour","NN","NN","and","CC|RB_1|RB_2","CC","in","IN|RP|RB_1","IN","movement","NN|VBD","NN","delight","NN|VB","NN"
"been","BEN","BEN","her","PPG|PP3O|RN","PPG","to","TO|IN|IN_2","TO","be","BE|RB_2","BE","aim","NN|VB","NN"
"off","RP|IN|JJB","RP","for","IN|CS|IN_2","IN","&comma;","SCOM","SCOM","and","CC|RB_1|RB_2","CC","lunch","NN|VB","NN"
"a","AT|AP_1|RB_1","AT","full-sized","JJ","JJ","takes","VBZ","VBZ","about","IN|RB|RP","RB","picture","NN|VB","NN"
"my","PPG|NC","PPG","first","OD|RB|RB_2","OD","&comma;","SCOM","SCOM","&rsquo;","SQSC","SQSC","attempt","NN|VB","NN"
"at","IN|RB_1|NC","IN","this","DT|QL","DT","&period;","SPER|IN","SPER","&rsquo;","SQSC","SQSC","rate","NN|VB","NN"
"another","DT|PPLS_2","DT","the","ATI|RB_2|NC","ATI","must","MD|NN","MD","be","BE|RB_2","BE","rot","NN|VB","NN"
"be","BE|RB_2","BE","in","IN|RP|RB_1","IN","before","IN|CS|RI","IN","very","QL|AP","QL","trouble","NN|VB","NN"
"on","IN|RP|RB_3","IN","one","CD1|PN_2|PPLS_1","CD1","and","CC|RB_1|RB_2","CC","telling","VBG|JJ|NN","VBG","side","NN|VB","NN"
"quite","RB|ABL","ABL","a","AT|AP_1|RB_1","AT","of","IN|RB_1|IN_3","IN","others","APS|PPLS_2","APS","number","NN|VB","NN"
"saw","VBD|NN","VBD","the","ATI|RB_2|NC","ATI","of","IN|RB_1|IN_3","IN","the","ATI|RB_2|NC","ATI","name","NN|VB","NN"
"<O>","<O>","<O>","the","ATI|RB_2|NC","ATI","of","IN|RB_1|IN_3","IN","the","ATI|RB_2|NC","ATI","name","NN|VB","NN"
"body","NN","NN","&period;","SPER|IN","SPER","page","NN","NN","&period;","SPER|IN","SPER","finance","NN|VB","NN"
"for","IN|CS|IN_2","IN","compulsory","JJ","JJ","&period;","SPER|IN","SPER","<O>","<O>","<O>","purchase","NN|VB","NN"
"<O>","<O>","<O>","<O>","<O>","<O>","valuation","NN","NN","given","VBN|JJ|IN","VBN","block","NN|VB","NN"
"of","IN|RB_1|IN_3","IN","the","ATI|RB_2|NC","ATI","controls","NNS|VBZ","NNS","and","CC|RB_1|RB_2","CC","credit","NN|VB","NN"
"particularly","RB","RB","adverse","JJ","JJ","on","IN|RP|RB_3","IN","the","ATI|RB_2|NC","ATI","effect","NN|VB","NN"
"in","IN|RP|RB_1","IN","the","ATI|RB_2|NC","ATI","profits","NNS|VBZ","NNS","of","IN|RB_1|IN_3","IN","group","NN|VB","NN"
"&comma;","SCOM","SCOM","before","IN|CS|RI","IN","&comma;","SCOM","SCOM","from","IN|IN_2|RB_2","IN","tax","NN|VB","NN"
"of","IN|RB_1|IN_3","IN","the","ATI|RB_2|NC","ATI","&apos;s","GENM|BEZ|HVZ","GENM","business","NN","NN","group","NN|VB","NN"
"on","IN|RP|RB_3","IN","hire","VB|NN","NN","terms","NNS","NNS","&comma;","SCOM","SCOM","purchase","NN|VB","NN"
"company","NN","NN","&apos;s","GENM|BEZ|HVZ","GENM","in","IN|RP|RB_1","IN","this","DT|QL","DT","experience","NN|VB","NN"
"in","IN|RP|RB_1","IN","this","DT|QL","DT","has","HVZ","HVZ","been","BEN","BEN","respect","NN|VB","NN"
"customers","NNS","NNS","on","IN|RP|RB_3","IN","are","BER","BER","retained","VBN|VBD","VBN","credit","NN|VB","NN"
"event","NN","NN","the","ATI|RB_2|NC","ATI","&apos;s","GENM|BEZ|HVZ","GENM","reserves","NNS","NNS","group","NN|VB","NN"
"cent","NNU_2|NN","NNU_2","less","QL|AP|RBR","IN","&comma;","SCOM","SCOM","against","IN|IN_2|RI","IN","tax","NN|VB","NN"
"certain","JJ|RB_2|FW","JJ","other","AP|PPLS_2","AP","companies","NNS","NNS","&period;","SPER|IN","SPER","group","NN|VB","NN"
"<O>","<O>","<O>","<O>","<O>","<O>","advanced","JJ|VBN|VBD","VBN","during","IN","IN","sum","NN|VB","NN"
"the","ATI|RB_2|NC","ATI","net","JJB|NN|VB","JJB","in","IN|RP|RB_1","IN","the","ATI|RB_2|NC","ATI","increase","NN|VB","NN"
"<O>","<O>","<O>","new","JJ","JJ","advances","NNS|VBZ","NNS","&comma;","SCOM","SCOM","mortgage","NN|VB","NN"
"<O>","<O>","<O>","<O>","<O>","<O>","and","CC|RB_1|RB_2","CC","deposit","NN|VB","NN","share","NN|VB","NN"
"share","NN|VB","NN","and","CC|RB_1|RB_2","CC","investment","NN","NN","received","VBN|VBD|JJ","VBN","deposit","NN|VB","NN"
"capitalisation","NN","NN","of","IN|RB_1|IN_3","IN","accrued","VBN|JJ|VBD","VBN","&comma;","SCOM","SCOM","interest","NN|VB","NN"
"accrued","VBN|JJ|VBD","VBN","&comma;","SCOM","SCOM","and","CC|RB_1|RB_2","CC","deposit","NN|VB","NN","share","NN|VB","NN"
"share","NN|VB","NN","and","CC|RB_1|RB_2","CC","balances","NNS","NNS","increased","VBN|JJ|VBD","VBD","deposit","NN|VB","NN"
"&dash;","SDSH","SDSH","an","AT","AT","of","IN|RB_1|IN_3","IN","&pound;","NNU","NNU","increase","NN|VB","NN"
"<O>","<O>","<O>","<O>","<O>","<O>","amounted","VBD","VBD","to","TO|IN|IN_2","IN","tax","NN|VB","NN"
"securities","NNS","NNS","and","CC|RB_1|RB_2","CC","&pound;","NNU","NNU","10&comma;650&comma;000","CD","CD","cash","NN|VB","NN"
"<O>","<O>","<O>","<O>","<O>","<O>","outstanding","JJ","JJ","on","IN|RP|RB_3","IN","balance","NN|VB","NN"
"also","RB|FW","RB","and","CC|RB_1|RB_2","CC","of","IN|RB_1|IN_3","IN","&pound;","NNU","NNU","increase","NN|VB","NN"
"investments","NNS","NNS","and","CC|RB_1|RB_2","CC","at","IN|RB_1|NC","IN","bankers","NNS","NNS","cash","NN|VB","NN"
"&comma;","SCOM","SCOM","while","CS|NN|VB","CS","funds","NNS","NNS","are","BER","BER","reserve","NN|VB","NN"
"were","BED","BED","a","AT|AP_1|RB_1","AT","for","IN|CS|IN_2","IN","the","ATI|RB_2|NC","ATI","record","NN|VB","NN"
"the","ATI|RB_2|NC","ATI","total","JJ|NN|VB","JJ","advances","NNS|VBZ","NNS","was","BEDZ","BEDZ","amount","NN|VB","NN"
"the","ATI|RB_2|NC","ATI","new","JJ","JJ","&comma;","SCOM","SCOM","stock","NN|VB","NN","account","NN|VB","NN"
"account","NN|VB","NN","&comma;","SCOM","SCOM","markets","NNS","NNS","have","HV","HV","stock","NN|VB","NN"
"from","IN|IN_2|RB_2","IN","the","ATI|RB_2|NC","ATI","figures","NNS|VBZ","NNS","&comma;","SCOM","SCOM","trade","NN|VB","NN"
"the","ATI|RB_2|NC","ATI","U&period;S","NP","NP","on","IN|RP|RB_3","IN","gold","NN|JJ","NN","ban","NN|VB","NN"
"in","IN|RP|RB_1","IN","gold","NN|JJ","NN","prices","NNS","NNS","&comma;","SCOM","SCOM","share","NN|VB","NN"
"of","IN|RB_1|IN_3","IN","the","ATI|RB_2|NC","ATI","figures","NNS|VBZ","NNS","&period;","SPER|IN","SPER","trade","NN|VB","NN"
"a","AT|AP_1|RB_1","AT","depressed","JJ|VBN","JJ","at","IN|RB_1|NC","IN","60&sol;10","NNU","NNU","spot","NN|VB","NN"
"have","HV","HV","recovered","VBN|VBD|JJ","VBN","of","IN|RB_1|IN_3","IN","their","PPG","PPG","part","NN|VB","NN"
"but","CC|IN|RI","CC","a","AT|AP_1|RB_1","AT","of","IN|RB_1|IN_3","IN","firm","NN|JJ","JJ","number","NN|VB","NN"
"Smith","NP","NP","&apos;s","GENM|BEZ|HVZ","GENM","&period;","SPER|IN","SPER","30","CD","CD","stamp","NN|VB","NN"
"<O>","<O>","<O>","<O>","<O>","<O>","profits","NNS|VBZ","NNS","&comma;","SCOM","SCOM","group","NN|VB","NN"
"&comma;","SCOM","SCOM","before","IN|CS|RI","IN","&comma;","SCOM","SCOM","for","IN|CS|IN_2","IN","tax","NN|VB","NN"
"&comma;","SCOM","SCOM","with","IN|IN_2|RI","IN","taking","VBG|NN","VBG","&pound;","NNU","NNU","tax","NN|VB","NN"
"written","VBN|JJ","VBN","off","RP|IN|JJB","IN","marks","NNS|VBZ","NNS","&period;","SPER|IN","SPER","trade","NN|VB","NN"
"in","IN|RP|RB_1","IN","the","ATI|RB_2|NC","ATI","&comma;","SCOM","SCOM","but","CC|IN|RI","CC","group","NN|VB","NN"
"and","CC|RB_1|RB_2","CC","midland","JJB","JJB","treatments","NNS","NNS","&period;","SPER|IN","SPER","heat","NN|VB","NN"
"<O>","<O>","<O>","an","AT","AT","in","IN|RP|RB_1","IN","trading","NN|JJ|VBG","NN","increase","NN|VB","NN"
"in","IN|RP|RB_1","IN","trading","NN|JJ|VBG","NN","from","IN|IN_2|RB_2","IN","&pound;","NNU","NNU","profit","NN|VB","NN"
"per","NNU_1|IN|FW","NNU_1","cent","NNU_2|NN","NNU_2","in","IN|RP|RB_1","IN","the","ATI|RB_2|NC","ATI","rise","NN|VB","NN"
")","SBC","SBC","and","CC|RB_1|RB_2","CC","&pound;","NNU","NNU","42&comma;514","CD","CD","tax","NN|VB","NN"
"the","ATI|RB_2|NC","ATI","net","JJB|NN|VB","JJB","is","BEZ|NC","BEZ","up","RP|IN|JJ_2","RP","profit","NN|VB","NN"
"<O>","<O>","<O>","<O>","<O>","<O>","success","NN","NN","&period;","SPER|IN","SPER","issue","NN|VB","NN"
"s","NNU|ZZ|BEZ","NNU","a","AT|AP_1|RB_1","AT","&comma;","SCOM","SCOM","994&comma;910","CD","CD","share","NN|VB","NN"
"of","IN|RB_1|IN_3","IN","the","ATI|RB_2|NC","ATI","for","IN|CS|IN_2","IN","the","ATI|RB_2|NC","ATI","issue","NN|VB","NN"
"for","IN|CS|IN_2","IN","the","ATI|RB_2|NC","ATI","of","IN|RB_1|IN_3","IN","the","ATI|RB_2|NC","ATI","benefit","NN|VB","NN"
"of","IN|RB_1|IN_3","IN","upper","JJB","JJB","and","CC|RB_1|RB_2","CC","hide","VB|NN","NN","leather","NN|VB","NN"
"express","VB|JJB|NN","NN","and","CC|RB_1|RB_2","CC","&rsquo;","SQSC","SQSC","on","IN|RP|RB_3","IN","star","NN|VB","NN"
"<O>","<O>","<O>","the","ATI|RB_2|NC","ATI","exchange","NN|VB","NN","offer","VB|NN","NN","share","NN|VB","NN"
"the","ATI|RB_2|NC","ATI","share","NN|VB","NN","offer","VB|NN","NN","is","BEZ|NC","BEZ","exchange","NN|VB","NN"
"s","NNU|ZZ|BEZ","NNU","a","AT|AP_1|RB_1","AT","&comma;","SCOM","SCOM","and","CC|RB_1|RB_2","CC","share","NN|VB","NN"
"the","ATI|RB_2|NC","ATI","final","JJ|NN","JJ","for","IN|CS|IN_2","IN","acceptances","NNS","NNS","date","NN|VB","NN"
"the","ATI|RB_2|NC","ATI","Volkes","NP","NP","&comma;","SCOM","SCOM","a","AT|AP_1|RB_1","AT","group","NN|VB","NN"
"one-for-five","CD","CD","scrip","NN","NN","&period;","SPER|IN","SPER","<O>","<O>","<O>","issue","NN|VB","NN"
"<O>","<O>","<O>","<O>","<O>","<O>","profits","NNS|VBZ","NNS","&comma;","SCOM","SCOM","group","NN|VB","NN"
"&comma;","SCOM","SCOM","before","IN|CS|RI","IN","&comma;","SCOM","SCOM","of","IN|RB_1|IN_3","IN","tax","NN|VB","NN"
"two-for-five","JJB","JJB","rights","NNS","NNS","&period;","SPER|IN","SPER","<O>","<O>","<O>","issue","NN|VB","NN"
"<O>","<O>","<O>","<O>","<O>","<O>","takes","VBZ","VBZ","&pound;","NNU","NNU","tax","NN|VB","NN"
"the","ATI|RB_2|NC","ATI","net","JJB|NN|VB","JJB","up","RP|IN|JJ_2","RP","from","IN|IN_2|RB_2","IN","balance","NN|VB","NN"
"London","NP|NC","NP","bullion","NN","NN","today","NR|NC","NR","&period;","SPER|IN","SPER","market","NN|VB","NN"
"the","ATI|RB_2|NC","ATI","lowest","JJT|RBT","JJT","for","IN|CS|IN_2","IN","six","CD","CD","point","NN|VB","NN"
"big","JJ","JJ","gold","NN|JJ","NN","passed","VBD|VBN","VBD","its","PPG","PPG","rush","NN|VB","NN"
"top","NN|JJB|IN_2","JJB","talking","VBG|NN|JJ","NN","in","IN|RP|RB_1","IN","the","ATI|RB_2|NC","ATI","point","NN|VB","NN"
"in","IN|RP|RB_1","IN","a","AT|AP_1|RB_1","AT","devoid","JJ","JJ","of","IN|RB_1|IN_3","IN","market","NN|VB","NN"
"<O>","<O>","<O>","the","ATI|RB_2|NC","ATI","later","RBR|JJR","RBR","became","VBD","VBD","market","NN|VB","NN"
"the","ATI|RB_2|NC","ATI","Eisenhower","NP","NP","&dash;","SDSH","SDSH","announced","VBD|VBN","VBN","ban","NN|VB","NN"
"a","AT|AP_1|RB_1","AT","certain","JJ|RB_2|FW","JJ","of","IN|RB_1|IN_3","IN","panic","NN|VB","NN","amount","NN|VB","NN"
"amount","NN|VB","NN","of","IN|RB_1|IN_3","IN","selling","NN|VBG|JJT_2","NN","by","IN|RP|IN_1","IN","panic","NN|VB","NN"
"be","BE|RB_2","BE","a","AT|AP_1|RB_1","AT","of","IN|RB_1|IN_3","IN","heavy","JJ","JJ","return","NN|VB","NN"
"of","IN|RB_1|IN_3","IN","the","ATI|RB_2|NC","ATI","A","ZZ|NP|NN","ZZ","tax","NN|VB","NN","schedule","NN|VB","NN"
"schedule","NN|VB","NN","A","ZZ|NP|NN","ZZ","on","IN|RP|RB_3","IN","owner-occupied","JJ","JJ","tax","NN|VB","NN"
"among","IN","IN","a","AT|AP_1|RB_1","AT","of","IN|RB_1|IN_3","IN","tax","NN|VB","NN","number","NN|VB","NN"
"number","NN|VB","NN","of","IN|RB_1|IN_3","IN","recommendations","NNS","NNS","made","VBN|VBD","VBN","tax","NN|VB","NN"
"abolition","NN","NN","of","IN|RB_1|IN_3","IN","A","ZZ|NP|NN","ZZ","would","MD","MD","schedule","NN|VB","NN"
"week","NN","NN","&apos;s","GENM|BEZ|HVZ","GENM","to","TO|IN|IN_2","IN","Manchester","NP","NP","visit","NN|VB","NN"
"the","ATI|RB_2|NC","ATI","second","OD|NN|RB","OD","even","RB|CS_1|JJ","RB","plainer","JJR","JJR","reason","NN|VB","NN"
"real","JJ|QL","QL","hard","JJ|RB|JJ_1","JJ","that","CS|DT|WPR","CS","he","PP3A","PP3A","cash","NN|VB","NN"
"and","CC|RB_1|RB_2","CC","the","ATI|RB_2|NC","ATI","of","IN|RB_1|IN_3","IN","the","ATI|RB_2|NC","ATI","rest","NN|VB","NN"
"using","VBG","VBG","his","PPG|PPGG","PPG","as","CS|IN|QL","IN","Baron","NPT","NPT","voice","NN|VB","NN"
"has","HVZ","HVZ","no","ATI|UH|RB","ATI","difficulties","NNS","NNS","in","IN|RP|RB_1","IN","crowd","NN|VB","NN"
"height","NN","NN","a","AT|AP_1|RB_1","AT","when","WRB","WRB","it","PP3|NC","PP3","handicap","NN|VB","NN"
"sung","VBN","VBN","the","ATI|RB_2|NC","ATI","with","IN|IN_2|RI","IN","Richard","NP","NP","part","NN|VB","NN"
"as","CS|IN|QL","IN","a","AT|AP_1|RB_1","AT","is","BEZ|NC","BEZ","to","TO|IN|IN_2","TO","result","NN|VB","NN"
"the","ATI|RB_2|NC","ATI","Hamburg","NP","NP","opera","NN|FW","NN","&period;","SPER|IN","SPER","state","NN|VB","NN"
"a","AT|AP_1|RB_1","AT","new","JJ","JJ","appears","VBZ","VBZ","&dash;","SDSH","SDSH","work","NN|VB","NN"
"Manchester","NP","NP","the","ATI|RB_2|NC","ATI","was","BEDZ","BEDZ","half-empty","JJ","JJ","house","NN|VB","NN"
"its","PPG","PPG","second","OD|NN|RB","OD","there","EX|RN","EX","was","BEDZ","BEDZ","visit","NN|VB","NN"
"will","MD|NN|VB","MD","the","ATI|RB_2|NC","ATI","be","BE|RB_2","BE","?","SQM","SQM","answer","NN|VB","NN"
"placed","VBN|VBD","VBN","on","IN|RP|RB_3","IN","&period;","SPER|IN","SPER","<O>","<O>","<O>","record","NN|VB","NN"
"to","TO|IN|IN_2","IN","a","AT|AP_1|RB_1","AT","&comma;","SCOM","SCOM","the","ATI|RB_2|NC","ATI","record","NN|VB","NN"
"heard","VBN|VBD","VBD","his","PPG|PPGG","PPG","&lsquo;","SQSO","SQSO","dream","NN|VB","NN","record","NN|VB","NN"
"record","NN|VB","NN","&lsquo;","SQSO","SQSO","harbour","NN","NN","&rsquo;","SQSC","SQSC","dream","NN|VB","NN"
"&comma;","SCOM","SCOM","the","ATI|RB_2|NC","ATI","of","IN|RB_1|IN_3","IN","one","CD1|PN_2|PPLS_1","CD1","work","NN|VB","NN"
"with","IN|IN_2|RI","IN","a","AT|AP_1|RB_1","AT","called","VBN|VBD|JJ","VBN","the","ATI|RB_2|NC","ATI","group","NN|VB","NN"
"or","CC|NC|FW","CC","breeding","NN|VBG|JJ","VBG","poodles","NNS","NNS","&comma;","SCOM","SCOM","champion","NN|VB","NN"
"West","NP","NP","Indies","NPS","NPS","station","NN","NN","&apos;s","GENM|BEZ|HVZ","GENM","radio","NN|VB","NN"
"<O>","<O>","<O>","the","ATI|RB_2|NC","ATI","was","BEDZ","BEDZ","London","NP|NC","NP","answer","NN|VB","NN"
